,treino,previsto
gamma1,[0.23418295948970536],[0.2405758649110794]
gamma2,[0.01999130622418077],[0.02384774386882782]
gamma3,[0.2667674610031978],[0.24686786532402039]
gamma4,[0.40766386296095714],[0.40499943494796753]
JIX,[-0.5465882812379024],[-0.541374921798706]
JIY,[0.9245900716687656],[0.8796736598014832]
JIZ,[-0.7473382026982809],[-0.7848294973373413]
JXI,[0.4096338457432158],[0.41124850511550903]
JYI,[-0.8296294638984947],[-0.8252841830253601]
JZI,[-0.5051180301418299],[-0.5274237990379333]
JXX,[0.9982570783251581],[0.9898306727409363]
JXY,[-0.5812047362221744],[-0.5454085469245911]
JXZ,[0.283736870144214],[0.3063492476940155]
JYX,[-0.0817324744552066],[-0.12473621964454651]
JYY,[-0.09373513772371433],[-0.0881926566362381]
JYZ,[-0.01003461222164459],[-0.026543019339442253]
JZX,[-0.6155383155146357],[-0.5982962250709534]
JZY,[0.6610425472659434],[0.6519024968147278]
JZZ,[-0.8208687531188208],[-0.8189499974250793]
