,treino,previsto
gamma1,[0.4212483616141941],[0.44272056221961975]
gamma2,[0.512633924392356],[0.5278253555297852]
gamma3,[0.7342090787834955],[0.738593339920044]
gamma4,[0.3589963597861997],[0.2739778161048889]
JIX,[0.8497305032518905],[0.7458416819572449]
JIY,[0.8972115559863543],[0.9375218749046326]
JIZ,[0.7848666880971586],[0.6475853323936462]
JXI,[-0.8328986463386328],[-0.7818827033042908]
JYI,[0.18405445377147056],[0.19763615727424622]
JZI,[-0.15250518353007725],[-0.0916014090180397]
JXX,[0.06017602023601287],[0.11841247975826263]
JXY,[-0.7393941175050389],[-0.8165833353996277]
JXZ,[-0.6160056849214146],[-0.5836383104324341]
JYX,[-0.11085285225397401],[-0.10265711694955826]
JYY,[-0.5579216536855618],[-0.6112040877342224]
JYZ,[-0.08993408230456712],[-0.11544842272996902]
JZX,[-0.950466065020863],[-0.9743853211402893]
JZY,[-0.8284518274474977],[-0.8994061946868896]
JZZ,[0.42001640048982014],[0.4435065686702728]
