,treino,previsto
gamma1,[0.6356198271421528],[0.7160581946372986]
gamma2,[0.3012944565249175],[0.26960572600364685]
gamma3,[0.30925941853405303],[0.2879970967769623]
gamma4,[0.49610056652766343],[0.580830454826355]
JIX,[0.1406568462737463],[0.10710417479276657]
JIY,[0.2644659911575571],[0.2917453944683075]
JIZ,[0.634007719766547],[0.7057431936264038]
JXI,[-0.44541829110731035],[-0.5722459554672241]
JYI,[0.30371993601715563],[0.3630330562591553]
JZI,[0.7816219111185623],[0.9049632549285889]
JXX,[0.8176570464277362],[0.9485704898834229]
JXY,[-0.626974881004831],[-0.6792415380477905]
JXZ,[0.30345421888232527],[0.2702886164188385]
JYX,[0.23423455571393448],[0.23464104533195496]
JYY,[0.00678767742209474],[0.028533771634101868]
JYZ,[0.9323959303949194],[0.9529744982719421]
JZX,[0.05653244973667082],[0.0072394972667098045]
JZY,[-0.10949180599742303],[-0.08070383220911026]
JZZ,[0.8871223132747139],[0.8827826976776123]
