,treino,previsto
gamma1,[0.5628688113018914],[0.4515490233898163]
gamma2,[0.1447411064167936],[0.0969795361161232]
gamma3,[0.6212680126015702],[0.5570489764213562]
gamma4,[0.9354403775856178],[0.8140604496002197]
JIX,[-0.45701777348010886],[-0.38054707646369934]
JIY,[0.08381318894888312],[0.26418474316596985]
JIZ,[0.41626068745402045],[0.8127835392951965]
JXI,[0.917191422295486],[0.5952324867248535]
JYI,[-0.2618426626154975],[-0.047141820192337036]
JZI,[0.06558319034107951],[0.16993938386440277]
JXX,[-0.2505554106105863],[-0.24676424264907837]
JXY,[0.1001806372651497],[0.0033045392483472824]
JXZ,[0.6830199055618982],[0.33418992161750793]
JYX,[0.9856124726433224],[1.0376001596450806]
JYY,[0.8570814910534756],[0.4711367189884186]
JYZ,[0.8766170981231314],[0.8903524875640869]
JZX,[-0.891220563811497],[-0.821557879447937]
JZY,[-0.5173986975921827],[-0.2807168960571289]
JZZ,[0.8920340765929551],[0.8114731907844543]
