,treino,previsto
gamma1,[0.5808813852633757],[0.5807792544364929]
gamma2,[0.7594878838401685],[0.7593741416931152]
gamma3,[0.2084530917276468],[0.20886307954788208]
gamma4,[0.062205782406492105],[0.06224988400936127]
JXX,[0.004466619199896327],[0.004391043912619352]
JXY,[0.2631832108452503],[0.2632983326911926]
JXZ,[0.642755936407096],[0.6419599652290344]
JYX,[0.6342042740943745],[0.6341904401779175]
JYY,[-0.794756935787041],[-0.794032096862793]
JYZ,[0.727560333989069],[0.7277916073799133]
JZX,[-0.8084007354409559],[-0.8076407313346863]
JZY,[0.6392892064009212],[0.6393143534660339]
JZZ,[-0.07912719249258626],[-0.07869817316532135]
JIX,[0.5830518719229318],[0.5824719071388245]
JIY,[-0.9379325277179429],[-0.9376274347305298]
JIZ,[0.6754839419077516],[0.67527836561203]
JXI,[-0.3650404551155011],[-0.3642443120479584]
JYI,[-0.9759637002846477],[-0.9760622382164001]
JZI,[-0.8606398745222861],[-0.8615335822105408]
