,treino,previsto
gamma1,[0.15491558217844614],[0.13790136575698853]
gamma2,[0.217104494779929],[0.24350059032440186]
gamma3,[0.07331842499805508],[0.08123335987329483]
gamma4,[0.06350515136467705],[0.0390690378844738]
JIX,[0.0963156568326593],[0.1202017143368721]
JIY,[-0.7362170732482487],[-0.7459739446640015]
JIZ,[0.4230936845360489],[0.3734619617462158]
JXI,[-0.39549988816436876],[-0.3494124710559845]
JYI,[0.8766505495505419],[0.8793006539344788]
JZI,[-0.6145633054693405],[-0.6184154152870178]
JXX,[0.5239700143912078],[0.6023732423782349]
JXY,[-0.6687169051968782],[-0.5895504355430603]
JXZ,[0.9321742923082421],[0.8982635140419006]
JYX,[0.7472167858088734],[0.8416582942008972]
JYY,[-0.7849608735281186],[-0.808238685131073]
JYZ,[0.2986329081714134],[0.252362996339798]
JZX,[-0.5639013087412308],[-0.6278000473976135]
JZY,[0.023200803347880772],[0.008683898486196995]
JZZ,[0.7006205396143421],[0.6760128736495972]
