,treino,previsto
gamma1,[0.1692370701348863],[0.1692252904176712]
gamma2,[0.3602371232890349],[0.36023348569869995]
gamma3,[0.44091632364843825],[0.44084569811820984]
gamma4,[0.2288147816548517],[0.2288292795419693]
JXX,[0.46768034181955564],[0.46771156787872314]
JXY,[0.45606486545824554],[0.45606228709220886]
JXZ,[0.7163732339305475],[0.7162154912948608]
JYX,[-0.9264151318174876],[-0.9264667630195618]
JYY,[-0.661415621972901],[-0.6611433029174805]
JYZ,[0.9939517430031608],[0.9938967227935791]
JZX,[0.4936040808612847],[0.4934382140636444]
JZY,[-0.47800393580086764],[-0.4781913757324219]
JZZ,[0.48488572323438395],[0.48511171340942383]
JIX,[0.23428295333990445],[0.23419737815856934]
JIY,[0.7802771064051002],[0.7801651954650879]
JIZ,[-0.0870255604078809],[-0.0870041474699974]
JXI,[0.42280951861583915],[0.4227176308631897]
JYI,[0.8739626067564656],[0.8739684224128723]
JZI,[0.041119655381228304],[0.041255902498960495]
