,treino,previsto
gamma1,[0.2356150800222051],[0.23570455610752106]
gamma2,[0.17464896550344733],[0.17466402053833008]
gamma3,[0.4244121561757058],[0.42432594299316406]
gamma4,[0.9777111756227775],[0.9776412844657898]
JIX,[0.6289562908956208],[0.6288939714431763]
JIY,[-0.8079541131822325],[-0.8078852295875549]
JIZ,[0.8487886289478179],[0.8488479852676392]
JXI,[0.46084424662008483],[0.4606988728046417]
JYI,[-0.4853199609607668],[-0.4853486716747284]
JZI,[-0.14503240733877742],[-0.14501240849494934]
JXX,[-0.9317073426318694],[-0.9314021468162537]
JXY,[-0.7054176645697114],[-0.7052006125450134]
JXZ,[0.3028950750933861],[0.30287331342697144]
JYX,[0.5443779477967157],[0.5443097352981567]
JYY,[-0.6226038497325039],[-0.6225570440292358]
JYZ,[0.3931749682300858],[0.3930297791957855]
JZX,[-0.24234069920584478],[-0.24236178398132324]
JZY,[0.09185539200009729],[0.09178341180086136]
JZZ,[0.6680002796644271],[0.6680899262428284]
