,treino,previsto
gamma1,[0.9723752503414661],[0.9589051604270935]
gamma2,[0.3289191945502741],[0.22268043458461761]
gamma3,[0.6037845231084645],[0.5659983158111572]
gamma4,[0.6074942084317443],[0.6639692783355713]
JIX,[-0.004926862482795391],[0.1621149182319641]
JIY,[-0.4676525538549188],[-0.49588140845298767]
JIZ,[0.27482232288738184],[0.20546849071979523]
JXI,[-0.5150404916324747],[-0.5148968696594238]
JYI,[-0.053662840025089587],[0.01972777023911476]
JZI,[0.9406722982235067],[0.9643931984901428]
JXX,[-0.8296238699780065],[-0.8712981939315796]
JXY,[-0.36524216496358974],[-0.3789346218109131]
JXZ,[0.35288790697896677],[0.3181482255458832]
JYX,[-0.8295173655407848],[-0.8393917083740234]
JYY,[-0.6933649428609245],[-0.5544592142105103]
JYZ,[0.650547699608063],[0.7333323955535889]
JZX,[0.9594457052278216],[1.024457573890686]
JZY,[-0.3613227125647036],[-0.47089383006095886]
JZZ,[-0.6220620264300913],[-0.45355939865112305]
