,treino,previsto
gamma1,[0.4212483616141941],[0.4322269558906555]
gamma2,[0.512633924392356],[0.5225711464881897]
gamma3,[0.7342090787834955],[0.7364228963851929]
gamma4,[0.3589963597861997],[0.31830620765686035]
JIX,[0.8497305032518905],[0.7987895607948303]
JIY,[0.8972115559863543],[0.9192631244659424]
JIZ,[0.7848666880971586],[0.7138186097145081]
JXI,[-0.8328986463386328],[-0.8081745505332947]
JYI,[0.18405445377147056],[0.18643365800380707]
JZI,[-0.15250518353007725],[-0.12274286150932312]
JXX,[0.06017602023601287],[0.08766364306211472]
JXY,[-0.7393941175050389],[-0.7814737558364868]
JXZ,[-0.6160056849214146],[-0.5968572497367859]
JYX,[-0.11085285225397401],[-0.10636891424655914]
JYY,[-0.5579216536855618],[-0.5835261344909668]
JYZ,[-0.08993408230456712],[-0.10649549216032028]
JZX,[-0.950466065020863],[-0.9609581828117371]
JZY,[-0.8284518274474977],[-0.8600539565086365]
JZZ,[0.42001640048982014],[0.430511474609375]
