,treino,previsto
gamma1,[0.8910014249020605],[0.8904491662979126]
gamma2,[0.7256231705114251],[0.7247862219810486]
gamma3,[0.6030415461917914],[0.602902352809906]
gamma4,[0.12576437488319592],[0.12573224306106567]
JIX,[0.463062260800422],[0.46279916167259216]
JIY,[0.8281235810354926],[0.8276837468147278]
JIZ,[-0.9253401087353526],[-0.9240492582321167]
JXI,[-0.9912169497951127],[-0.9906185269355774]
JYI,[0.9869002798407656],[0.9860330820083618]
JZI,[-0.3629632766081221],[-0.36265841126441956]
JXX,[-0.6067349693132549],[-0.6063790321350098]
JXY,[-0.0025512448825091294],[-0.002719149924814701]
JXZ,[0.102887313876878],[0.10293222218751907]
JYX,[0.4785514826590247],[0.4783385097980499]
JYY,[0.2172048114281706],[0.21649612486362457]
JYZ,[0.08980451445275595],[0.08987418562173843]
JZX,[0.512200023491431],[0.5116679072380066]
JZY,[-0.4773501526471249],[-0.4776068329811096]
JZZ,[-0.06524146499333172],[-0.06446171551942825]
