,treino,previsto
gamma1,[0.6552766031176774],[0.7461580634117126]
gamma2,[0.7255780591443041],[0.690985918045044]
gamma3,[0.6832371539307494],[0.7043935060501099]
gamma4,[0.546362446652179],[0.5545457601547241]
JIX,[-0.9148685728348462],[-0.9562345147132874]
JIY,[0.1793729008033076],[0.09333661943674088]
JIZ,[-0.961378377305627],[-1.1680552959442139]
JXI,[0.028252278584538937],[-0.2545844316482544]
JYI,[0.9532922726476154],[0.9956803321838379]
JZI,[-0.4195063861588373],[-0.6030706167221069]
JXX,[0.9484396940028381],[0.7711361050605774]
JXY,[0.2720623438569263],[0.13983380794525146]
JXZ,[0.7679741736944607],[0.6105768084526062]
JYX,[-0.9606587459739078],[-1.0222892761230469]
JYY,[0.4712879831394312],[0.18932020664215088]
JYZ,[0.03340840209097817],[0.0963539406657219]
JZX,[0.2086912300114061],[0.2788737714290619]
JZY,[-0.24404081108889275],[-0.17756567895412445]
JZZ,[0.953946770859208],[0.6792066693305969]
