,treino,previsto
gamma1,[0.9948195629497427],[0.9909499883651733]
gamma2,[0.9493954730932436],[0.9457030892372131]
gamma3,[0.5441770474293208],[0.5443405508995056]
gamma4,[0.4448541887258536],[0.4451683461666107]
JXX,[0.3394608028804418],[0.335979700088501]
JXY,[-0.3837270848217116],[-0.38015109300613403]
JXZ,[0.21188833135692486],[0.21288765966892242]
JYX,[0.21360346728167579],[0.21059644222259521]
JYY,[0.16240803422400618],[0.15983597934246063]
JYZ,[-0.6832342594903889],[-0.6822783350944519]
JZX,[-0.13866071941746272],[-0.13779601454734802]
JZY,[-0.21293635958925727],[-0.21215040981769562]
JZZ,[0.4460241624749317],[0.445865660905838]
JIX,[0.9120685437784988],[0.9107147455215454]
JIY,[0.8956549741186988],[0.896440327167511]
JIZ,[-0.8868972645463826],[-0.8860014081001282]
JXI,[-0.8302560096821567],[-0.8259334564208984]
JYI,[0.6709977562588991],[0.6702076196670532]
JZI,[0.4719399781370466],[0.47493407130241394]
