,treino,previsto
gamma1,[0.8910014249020605],[0.8875868916511536]
gamma2,[0.7256231705114251],[0.7223556041717529]
gamma3,[0.6030415461917914],[0.6022608876228333]
gamma4,[0.12576437488319592],[0.1262480914592743]
JXX,[-0.6067349693132549],[-0.605825662612915]
JXY,[-0.0025512448825091294],[-0.004200174007564783]
JXZ,[0.102887313876878],[0.10234390944242477]
JYX,[0.4785514826590247],[0.4773775637149811]
JYY,[0.2172048114281706],[0.21588924527168274]
JYZ,[0.08980451445275595],[0.09010722488164902]
JZX,[0.512200023491431],[0.5122061967849731]
JZY,[-0.4773501526471249],[-0.47804751992225647]
JZZ,[-0.06524146499333172],[-0.06375668197870255]
JIX,[0.463062260800422],[0.46230486035346985]
JIY,[0.8281235810354926],[0.8266223073005676]
JIZ,[-0.9253401087353526],[-0.9239374399185181]
JXI,[-0.9912169497951127],[-0.9895739555358887]
JYI,[0.9869002798407656],[0.9828722476959229]
JZI,[-0.3629632766081221],[-0.3649071753025055]
