,treino,previsto
gamma1,[0.23418295948970536],[0.2432025820016861]
gamma2,[0.01999130622418077],[0.02902093343436718]
gamma3,[0.2667674610031978],[0.22134913504123688]
gamma4,[0.40766386296095714],[0.3895875811576843]
JIX,[-0.5465882812379024],[-0.5476564764976501]
JIY,[0.9245900716687656],[0.8193754553794861]
JIZ,[-0.7473382026982809],[-0.834492027759552]
JXI,[0.4096338457432158],[0.4163457155227661]
JYI,[-0.8296294638984947],[-0.8071481585502625]
JZI,[-0.5051180301418299],[-0.5640398859977722]
JXX,[0.9982570783251581],[0.9760477542877197]
JXY,[-0.5812047362221744],[-0.49148982763290405]
JXZ,[0.283736870144214],[0.3393852412700653]
JYX,[-0.0817324744552066],[-0.1705729365348816]
JYY,[-0.09373513772371433],[-0.08546473830938339]
JYZ,[-0.01003461222164459],[-0.041581347584724426]
JZX,[-0.6155383155146357],[-0.5773437023162842]
JZY,[0.6610425472659434],[0.6323521137237549]
JZZ,[-0.8208687531188208],[-0.8184506893157959]
