,treino,previsto
gamma1,[0.35803267961629326],[0.35804852843284607]
gamma2,[0.260402331953273],[0.26029545068740845]
gamma3,[0.8042812841588886],[0.8039550185203552]
gamma4,[0.6316639223416798],[0.6314729452133179]
JIX,[-0.7863429245966886],[-0.7860930562019348]
JIY,[0.40517104797371095],[0.40493205189704895]
JIZ,[0.30408404062855077],[0.30382969975471497]
JXI,[0.8807047791322358],[0.8798400163650513]
JYI,[-0.4577695468793537],[-0.457515150308609]
JZI,[-0.48844897313392166],[-0.4878481924533844]
JXX,[0.4681187282893935],[0.4678872227668762]
JXY,[0.3169000364801515],[0.3168334364891052]
JXZ,[-0.39402405222328984],[-0.3940334916114807]
JYX,[0.36846625615391093],[0.3685557544231415]
JYY,[-0.2066527099339721],[-0.20706813037395477]
JYZ,[0.5550331757802247],[0.5545939803123474]
JZX,[-0.7632008602691229],[-0.7631956338882446]
JZY,[-0.5534677673755009],[-0.5535236597061157]
JZZ,[0.8029261725493977],[0.8025197386741638]
