,treino,previsto
gamma1,[0.5142391923392725],[0.5141140818595886]
gamma2,[0.12719542493136293],[0.1272655725479126]
gamma3,[0.822504261347236],[0.822426438331604]
gamma4,[0.4384186353936572],[0.43836766481399536]
JIX,[0.7194568903837308],[0.7193016409873962]
JIY,[0.03055965702624408],[0.030682021751999855]
JIZ,[-0.7727784317840369],[-0.7723602652549744]
JXI,[-0.7587698727847505],[-0.7588280439376831]
JYI,[-0.3817575397810242],[-0.3814719617366791]
JZI,[0.7508252688674453],[0.750698983669281]
JXX,[0.8672964754196031],[0.8670949935913086]
JXY,[-0.2971753162130415],[-0.2971879839897156]
JXZ,[-0.11667111811504105],[-0.116585373878479]
JYX,[-0.08656606787375187],[-0.08648684620857239]
JYY,[0.848272819486878],[0.8481996655464172]
JYZ,[-0.10800306244401559],[-0.107899010181427]
JZX,[-0.37329493047038453],[-0.3731750547885895]
JZY,[0.005433166393849609],[0.0055907065980136395]
JZZ,[-0.993975301245287],[-0.9937703609466553]
