,treino,previsto
gamma1,[0.9963436915955056],[0.7927014231681824]
gamma2,[0.0931113892655685],[0.06274186819791794]
gamma3,[0.02036645837312856],[0.00723794661462307]
gamma4,[0.9398019156431335],[0.9492427706718445]
JIX,[-0.9754435052040491],[-0.9395155310630798]
JIY,[-0.7752022778395284],[-0.7461777925491333]
JIZ,[-0.21432527689851488],[-0.0996108129620552]
JXI,[0.3677285469065339],[0.41145431995391846]
JYI,[-0.7226181335707385],[-0.6692543029785156]
JZI,[-0.7751128742812254],[-0.7882550358772278]
JXX,[-0.5363952858520995],[-0.3847518265247345]
JXY,[0.5151849707900231],[0.6102334260940552]
JXZ,[-0.7051975580794432],[-0.48981624841690063]
JYX,[0.4813103978800122],[0.44034335017204285]
JYY,[0.3243333110305264],[0.3652699589729309]
JYZ,[-0.7268429513101398],[-0.6835975050926208]
JZX,[0.07132349509557745],[0.012246851809322834]
JZY,[-0.10449814012543279],[-0.22535285353660583]
JZZ,[-0.17485983364389868],[-0.21655508875846863]
