,treino,previsto
gamma1,[0.46137519071410127],[0.42094191908836365]
gamma2,[0.7856333408759735],[0.7851424813270569]
gamma3,[0.5584469387242702],[0.5187065601348877]
gamma4,[0.974261266946173],[0.9643634557723999]
JIX,[-0.837818670752231],[-0.7233998775482178]
JIY,[0.2136055782918591],[0.11772351711988449]
JIZ,[0.9954557010352247],[0.8676339387893677]
JXI,[-0.7188265123325341],[-0.7489649653434753]
JYI,[0.704572082529658],[0.7415465116500854]
JZI,[-0.7008545123478973],[-0.6968829035758972]
JXX,[-0.16795724132015688],[-0.30077412724494934]
JXY,[0.7918128551580439],[0.8146588206291199]
JXZ,[-0.40060849944206534],[-0.4517686367034912]
JYX,[0.36267120144248377],[0.3088851273059845]
JYY,[-0.8468727980494843],[-0.8993113040924072]
JYZ,[0.7208768750809686],[0.7574122548103333]
JZX,[-0.0646316912873881],[0.030911603942513466]
JZY,[-0.9926550802113958],[-0.9630894064903259]
JZZ,[-0.7094524862747427],[-0.7288123369216919]
