,treino,previsto
gamma1,[0.9451939145048893],[0.6943403482437134]
gamma2,[0.4015909369106695],[0.21700707077980042]
gamma3,[0.998447005087021],[1.1182632446289062]
gamma4,[0.0621927912524467],[0.11136996001005173]
JIX,[0.0439678194249864],[-0.14720886945724487]
JIY,[0.6133815542373582],[0.5409441590309143]
JIZ,[0.9209895486477535],[0.635082483291626]
JXI,[-0.420749244471069],[-0.33564797043800354]
JYI,[0.5322148755959053],[0.21316738426685333]
JZI,[0.4084397336868253],[0.1679181158542633]
JXX,[0.3227661144476608],[0.44389989972114563]
JXY,[-0.7796759021655764],[-1.0138119459152222]
JXZ,[-0.9461264424189464],[-0.5148475170135498]
JYX,[-0.23165779091140504],[0.21316374838352203]
JYY,[0.4927903923327688],[0.2487928569316864]
JYZ,[-0.495232464973556],[-0.8023037910461426]
JZX,[0.003205341136067519],[0.06485679745674133]
JZY,[-0.3651298189085006],[-0.27970215678215027]
JZZ,[0.6926556182568482],[0.3376440703868866]
