,treino,previsto
gamma1,[0.3493243355051877],[0.3456822335720062]
gamma2,[0.16679970202499006],[0.1649862676858902]
gamma3,[0.34767461274915756],[0.34626051783561707]
gamma4,[0.03029517373803181],[0.038403332233428955]
JIX,[-0.3524933083584687],[-0.3417930006980896]
JIY,[0.24005897043108937],[0.22739487886428833]
JIZ,[-0.9830400010208644],[-0.9866045117378235]
JXI,[0.9657155745444512],[0.9614870548248291]
JYI,[0.6443170123795019],[0.6498703956604004]
JZI,[0.9980395764003489],[1.0132840871810913]
JXX,[-0.4732993977256994],[-0.47468942403793335]
JXY,[-0.601022697802895],[-0.5796366930007935]
JXZ,[-0.8905240506758743],[-0.9016191959381104]
JYX,[-0.6123952492363249],[-0.6373099684715271]
JYY,[-0.951628553680506],[-0.943590521812439]
JYZ,[0.38347605655689154],[0.3999515175819397]
JZX,[-0.26866060598167785],[-0.26440244913101196]
JZY,[0.6311232813762566],[0.6098483800888062]
JZZ,[0.5213440527032356],[0.5148319602012634]
