,treino,previsto
gamma1,[0.11559376141555855],[0.07405631244182587]
gamma2,[0.5168944758821384],[0.607388436794281]
gamma3,[0.9581608361848446],[0.7965525984764099]
gamma4,[0.7391495693118509],[0.5763348340988159]
JIX,[0.42468597565383703],[0.6238430738449097]
JIY,[0.6795994726237466],[0.6023569703102112]
JIZ,[-0.6348162260909651],[-0.48903796076774597]
JXI,[0.9965652550359014],[0.6585003733634949]
JYI,[-0.6118090425525051],[-0.7539398670196533]
JZI,[0.34177346053199664],[0.6817924380302429]
JXX,[-0.8164267732816153],[-0.7967643141746521]
JXY,[0.5154739618114095],[0.41013437509536743]
JXZ,[-0.6973994850161125],[-0.947937548160553]
JYX,[0.41312937860744503],[0.2779659926891327]
JYY,[0.44889865699678344],[0.27164173126220703]
JYZ,[0.5318855645166582],[-0.00450938381254673]
JZX,[-0.11724448997139492],[0.06647948920726776]
JZY,[0.7315447884951349],[0.594226598739624]
JZZ,[0.9758178984400172],[1.3605549335479736]
