,treino,previsto
gamma1,[0.5901527546316861],[0.5899274349212646]
gamma2,[0.6068757160405743],[0.6074528098106384]
gamma3,[0.9811690850890965],[0.9800401329994202]
gamma4,[0.7428108992904813],[0.7415366172790527]
JXX,[-0.3972357250361773],[-0.39719313383102417]
JXY,[0.6815276211230483],[0.682920515537262]
JXZ,[-0.020560708179608644],[-0.020169150084257126]
JYX,[-0.8336387524805398],[-0.8344268202781677]
JYY,[0.6943414554288729],[0.693475604057312]
JYZ,[-0.545152942348103],[-0.5449278354644775]
JZX,[0.5784393926365736],[0.5770200490951538]
JZY,[-0.8791840075310149],[-0.8776637315750122]
JZZ,[0.3181904168868892],[0.31874167919158936]
JIX,[-0.2588867178073859],[-0.25927284359931946]
JIY,[0.9003708718663839],[0.9000356197357178]
JIZ,[-0.5999070717600636],[-0.5974425673484802]
JXI,[-0.4060517541652038],[-0.405213326215744]
JYI,[-0.16375735637421673],[-0.1647244244813919]
JZI,[-0.5253895926232446],[-0.5243008732795715]
