,treino,previsto
gamma1,[0.6556656514896784],[0.6546732783317566]
gamma2,[0.7707825372818101],[0.7685421705245972]
gamma3,[0.6486473098880531],[0.6474891304969788]
gamma4,[0.7519567103881644],[0.7502024173736572]
JXX,[-0.654314601549209],[-0.6514720320701599]
JXY,[-0.7562164546869965],[-0.7553454637527466]
JXZ,[-0.6778506698956863],[-0.6778724193572998]
JYX,[-0.9340598937863975],[-0.9305216073989868]
JYY,[0.10681764632445323],[0.10805027186870575]
JYZ,[-0.7618314373676482],[-0.7586513161659241]
JZX,[0.24341659002924376],[0.24206534028053284]
JZY,[-0.26427903177630796],[-0.2638413906097412]
JZZ,[0.8135483283424336],[0.8141407370567322]
JIX,[0.8246867187194984],[0.8219653964042664]
JIY,[-0.011300505399674421],[-0.010438123717904091]
JIZ,[0.13160290901296068],[0.13123777508735657]
JXI,[-0.2934101986418025],[-0.2931743562221527]
JYI,[-0.7727670059828655],[-0.7691373229026794]
JZI,[-0.28923988122014976],[-0.28720274567604065]
