,treino,previsto
gamma1,[0.6552766031176774],[0.6551563739776611]
gamma2,[0.7255780591443041],[0.7254912257194519]
gamma3,[0.6832371539307494],[0.6834471821784973]
gamma4,[0.546362446652179],[0.5462760925292969]
JXX,[0.9484396940028381],[0.9477249979972839]
JXY,[0.2720623438569263],[0.2714025378227234]
JXZ,[0.7679741736944607],[0.7671000957489014]
JYX,[-0.9606587459739078],[-0.9602086544036865]
JYY,[0.4712879831394312],[0.4708264470100403]
JYZ,[0.03340840209097817],[0.0333426296710968]
JZX,[0.2086912300114061],[0.20870478451251984]
JZY,[-0.24404081108889275],[-0.24375955760478973]
JZZ,[0.953946770859208],[0.9532755017280579]
JIX,[-0.9148685728348462],[-0.9149113297462463]
JIY,[0.1793729008033076],[0.17972758412361145]
JIZ,[-0.961378377305627],[-0.9602327346801758]
JXI,[0.028252278584538937],[0.0277846809476614]
JYI,[0.9532922726476154],[0.9528525471687317]
JZI,[-0.4195063861588373],[-0.4197147786617279]
