,treino,previsto
gamma1,[0.149835057407401],[0.12769633531570435]
gamma2,[0.7231696718848062],[0.6526697278022766]
gamma3,[0.16751077963049055],[0.17858444154262543]
gamma4,[0.654655200922515],[0.6466450691223145]
JIX,[-0.23795862000845713],[-0.17783930897712708]
JIY,[-0.5385616273790497],[-0.5636045336723328]
JIZ,[-0.6679265513717296],[-0.5069378614425659]
JXI,[0.8276668695454259],[0.6565238237380981]
JYI,[0.155878050571864],[0.20532406866550446]
JZI,[0.38026531463053437],[0.28996509313583374]
JXX,[0.10611895139196825],[0.4131447374820709]
JXY,[-0.2329118720894543],[-0.5611032843589783]
JXZ,[0.46324841325362565],[0.7453674077987671]
JYX,[0.15285591795039477],[0.5092345476150513]
JYY,[0.562419135109645],[0.824099600315094]
JYZ,[0.3231619447148433],[0.20809347927570343]
JZX,[0.6785960349192279],[0.7347488403320312]
JZY,[-0.12121097819798488],[0.08057881146669388]
JZZ,[-0.6899011584123196],[-0.31797876954078674]
