,treino,previsto
gamma1,[0.23225271643321965],[0.23229151964187622]
gamma2,[0.23269495139955365],[0.2327323704957962]
gamma3,[0.04233541665118867],[0.04237149655818939]
gamma4,[0.9975612088693158],[0.9972960948944092]
JXX,[0.6157086039068553],[0.6155216693878174]
JXY,[0.02491247927518625],[0.024456575512886047]
JXZ,[0.010168306940023353],[0.01014895923435688]
JYX,[-0.527887273007579],[-0.5279273986816406]
JYY,[-0.9936387387794057],[-0.9934554696083069]
JYZ,[-0.2579066167357844],[-0.25794321298599243]
JZX,[0.17072499436424837],[0.1706644892692566]
JZY,[-0.8614704736333774],[-0.8608983159065247]
JZZ,[0.5875020437139302],[0.5876041650772095]
JIX,[-0.6701010403336041],[-0.6694481372833252]
JIY,[0.3795338484351347],[0.3795987367630005]
JIZ,[0.26999988080944126],[0.270356684923172]
JXI,[-0.04179905588509758],[-0.041802506893873215]
JYI,[-0.5679713042121943],[-0.5682976245880127]
JZI,[0.5852667164004928],[0.584767758846283]
