,treino,previsto
gamma1,[0.752661321489852],[0.7524033784866333]
gamma2,[0.08640318215808296],[0.08638115972280502]
gamma3,[0.06123324013652631],[0.061072058975696564]
gamma4,[0.2552168722437148],[0.25523144006729126]
JXX,[0.897680879601374],[0.8974737524986267]
JXY,[-0.15185093946021722],[-0.15157590806484222]
JXZ,[-0.3876324692199542],[-0.387611985206604]
JYX,[-0.810934207081069],[-0.8106910586357117]
JYY,[0.02335624132357239],[0.023135434836149216]
JYZ,[-0.6903533027098527],[-0.6900506019592285]
JZX,[-0.45154086728282516],[-0.45146462321281433]
JZY,[0.22117069365781794],[0.22103679180145264]
JZZ,[0.5527549260102405],[0.5524306893348694]
JIX,[0.057870765880824626],[0.05808773636817932]
JIY,[0.1714937094997233],[0.1715305745601654]
JIZ,[0.6866524104671512],[0.6861850619316101]
JXI,[0.7972892825291862],[0.7972574234008789]
JYI,[0.7643730549373535],[0.7639994025230408]
JZI,[-0.27060839601498476],[-0.2703703045845032]
