,treino,previsto
gamma1,[0.24226755574639336],[0.2612594962120056]
gamma2,[0.3055582060124523],[0.25344619154930115]
gamma3,[0.2523120847554935],[0.2597021758556366]
gamma4,[0.41210709911609533],[0.41067638993263245]
JIX,[-0.6109255041336379],[-0.6092747449874878]
JIY,[0.6121546029321616],[0.5648643970489502]
JIZ,[-0.25588029746786645],[-0.24642857909202576]
JXI,[0.6840539845332714],[0.6554049849510193]
JYI,[0.5925904370985218],[0.5377790331840515]
JZI,[0.1486956182422896],[0.161141037940979]
JXX,[0.11579696496935821],[0.14742380380630493]
JXY,[-0.9168161896383005],[-0.9967097043991089]
JXZ,[0.7764692864270932],[0.7132792472839355]
JYX,[0.630126152520613],[0.732559323310852]
JYY,[-0.2637592699233906],[-0.14899322390556335]
JYZ,[-0.8583209270734289],[-0.8839187622070312]
JZX,[-0.12423623395790906],[-0.1261693686246872]
JZY,[0.3453540669849615],[0.32451847195625305]
JZZ,[0.6439525830042963],[0.75697922706604]
