,treino,previsto
gamma1,[0.6820517412886784],[0.6697434782981873]
gamma2,[0.1929848757640874],[0.17878152430057526]
gamma3,[0.5536151654982843],[0.5155598521232605]
gamma4,[0.8051240498489732],[0.6386910676956177]
JIX,[0.586680167523326],[0.5320600867271423]
JIY,[0.6439080846394536],[0.35809358954429626]
JIZ,[-0.029930744138109366],[0.17973993718624115]
JXI,[-0.47675703411068415],[-0.7043712735176086]
JYI,[-0.999096570229858],[-0.9407902956008911]
JZI,[0.32563712576753523],[0.3563801944255829]
JXX,[-0.05949148587110997],[-0.10176372528076172]
JXY,[0.5194612701957861],[0.7926865816116333]
JXZ,[-0.2536792558523169],[-0.3989872634410858]
JYX,[0.5402796718759804],[0.13018013536930084]
JYY,[-0.45460382865605853],[-0.5350936055183411]
JYZ,[0.6038309663252073],[0.6586443185806274]
JZX,[0.45964966524403206],[0.4656035900115967]
JZY,[-0.17198711766939323],[0.03208426386117935]
JZZ,[0.07661043911055376],[0.04414902627468109]
