,treino,previsto
gamma1,[0.22860972534891622],[0.22863194346427917]
gamma2,[0.8578370973942192],[0.8578426241874695]
gamma3,[0.8745326053736207],[0.8746038675308228]
gamma4,[0.7976159923774808],[0.7973664402961731]
JXX,[0.7589825362693423],[0.7593178749084473]
JXY,[0.3627013288028291],[0.3624672293663025]
JXZ,[0.7146847649630497],[0.714279055595398]
JYX,[0.9996324683322388],[0.9993905425071716]
JYY,[-0.5205696356724228],[-0.5207768082618713]
JYZ,[-0.3238444854866003],[-0.32357046008110046]
JZX,[0.41638866597025537],[0.41629621386528015]
JZY,[-0.4388366283137255],[-0.4391477704048157]
JZZ,[-0.4733714857050786],[-0.4729485511779785]
JIX,[0.9304842831042459],[0.929916501045227]
JIY,[-0.9766906124157178],[-0.977060854434967]
JIZ,[0.4719832395937509],[0.47298935055732727]
JXI,[-0.6839745504705037],[-0.6841277480125427]
JYI,[0.9726789033256467],[0.9726974964141846]
JZI,[-0.9662386915840475],[-0.9654597043991089]
