,treino,previsto
gamma1,[0.46996047909566496],[0.46864625811576843]
gamma2,[0.07344097236025571],[0.06610461324453354]
gamma3,[0.5535311897079374],[0.5386878848075867]
gamma4,[0.37664963051624745],[0.3848421573638916]
JIX,[0.16151432986791336],[0.16348384320735931]
JIY,[-0.5885520020378399],[-0.603797197341919]
JIZ,[0.28393873546227],[0.2657463550567627]
JXI,[0.8929708779032515],[0.9870519638061523]
JYI,[-0.9175870687900451],[-0.9035617709159851]
JZI,[-0.10120076827109403],[-0.09335914254188538]
JXX,[-0.2931088962646198],[-0.33674538135528564]
JXY,[-0.4241611986546143],[-0.42610204219818115]
JXZ,[0.7538488993092554],[0.8251653909683228]
JYX,[0.933461896331194],[0.9341031312942505]
JYY,[0.6077893468042093],[0.5881912708282471]
JYZ,[-0.1619387971769919],[-0.15684513747692108]
JZX,[0.7436744955183132],[0.720009446144104]
JZY,[-0.79078137856082],[-0.816002607345581]
JZZ,[-0.020704221524552313],[0.0003543785132933408]
