,treino,previsto
gamma1,[0.3821258776361548],[0.38472533226013184]
gamma2,[0.2597144974749366],[0.25990188121795654]
gamma3,[0.9030730537030369],[0.902971625328064]
gamma4,[0.04104246726610428],[0.04016199707984924]
JXX,[-0.2981621320585077],[-0.2960264980792999]
JXY,[-0.5989112539604846],[-0.5983260273933411]
JXZ,[0.9488189626598429],[0.9525704979896545]
JYX,[-0.017848451176140756],[-0.01911064423620701]
JYY,[-0.3818888638509741],[-0.3826105296611786]
JYZ,[-0.18004349647137707],[-0.1799793690443039]
JZX,[0.6561123682325138],[0.6555514335632324]
JZY,[-0.2643523124079703],[-0.2619836926460266]
JZZ,[0.635377617060706],[0.6336446404457092]
JIX,[-0.7093276763334386],[-0.7119588851928711]
JIY,[-0.30097748941397007],[-0.3029014468193054]
JIZ,[-0.6741283351047271],[-0.6738998889923096]
JXI,[-0.5082135837716129],[-0.5070206522941589]
JYI,[0.38476156435115083],[0.38183730840682983]
JZI,[-0.6899586608088255],[-0.6887890100479126]
