,treino,previsto
gamma1,[0.3375473620472763],[0.3374785780906677]
gamma2,[0.4335188106185648],[0.433611661195755]
gamma3,[0.14416802024761088],[0.14414967596530914]
gamma4,[0.7287254214522619],[0.728679358959198]
JXX,[-0.02766565445920155],[-0.027457425370812416]
JXY,[-0.2813102593254373],[-0.281289279460907]
JXZ,[-0.188999914209238],[-0.18887700140476227]
JYX,[-0.340400904802481],[-0.34019991755485535]
JYY,[-0.6648234377107922],[-0.6647366881370544]
JYZ,[0.26359431455016225],[0.2635984718799591]
JZX,[0.7875587270091329],[0.7871677279472351]
JZY,[0.3776271654931602],[0.3774881660938263]
JZZ,[0.2695593710882205],[0.26970145106315613]
JIX,[-0.01102512804113065],[-0.011366273276507854]
JIY,[0.11338346029479829],[0.11306910961866379]
JIZ,[0.6194855109905537],[0.61924809217453]
JXI,[-0.358768861095224],[-0.3587311804294586]
JYI,[-0.35806504184041565],[-0.35818788409233093]
JZI,[0.38633367460551105],[0.38687095046043396]
