,treino,previsto
gamma1,[0.42217723868822266],[0.4800913333892822]
gamma2,[0.752277576156766],[0.9120465517044067]
gamma3,[0.8673128365846117],[0.9090307950973511]
gamma4,[0.5133662267065129],[0.45821481943130493]
JIX,[-0.5802975109269655],[-0.5053891539573669]
JIY,[-0.2292041774699194],[-0.31254127621650696]
JIZ,[-0.6098793712177752],[-0.6795914769172668]
JXI,[-0.208798665868833],[-0.37714433670043945]
JYI,[0.12536156185456337],[-0.0293362345546484]
JZI,[0.29162154792135575],[0.5162160396575928]
JXX,[-0.49062788968221094],[-0.6919826865196228]
JXY,[-0.28781508340846984],[-0.15829919278621674]
JXZ,[-0.6434039479658533],[-0.6724013686180115]
JYX,[0.6293799732194609],[0.4828335642814636]
JYY,[-0.4119906324923841],[-0.5419609546661377]
JYZ,[0.7655460513744845],[0.8618968725204468]
JZX,[-0.852570647504473],[-0.9108625650405884]
JZY,[-0.9827666564589634],[-1.0501362085342407]
JZZ,[-0.152297208490475],[-0.3451399803161621]
