,treino,previsto
gamma1,[0.24226755574639336],[0.24236324429512024]
gamma2,[0.3055582060124523],[0.3061821758747101]
gamma3,[0.2523120847554935],[0.25210851430892944]
gamma4,[0.41210709911609533],[0.41148385405540466]
JXX,[0.11579696496935821],[0.11543946713209152]
JXY,[-0.9168161896383005],[-0.9156268835067749]
JXZ,[0.7764692864270932],[0.7768973708152771]
JYX,[0.630126152520613],[0.6294128894805908]
JYY,[-0.2637592699233906],[-0.2644091844558716]
JYZ,[-0.8583209270734289],[-0.8575599193572998]
JZX,[-0.12423623395790906],[-0.12386025488376617]
JZY,[0.3453540669849615],[0.3454849123954773]
JZZ,[0.6439525830042963],[0.6434037685394287]
JIX,[-0.6109255041336379],[-0.6106120347976685]
JIY,[0.6121546029321616],[0.6120353937149048]
JIZ,[-0.25588029746786645],[-0.2573927640914917]
JXI,[0.6840539845332714],[0.6847726106643677]
JYI,[0.5925904370985218],[0.5928129553794861]
JZI,[0.1486956182422896],[0.14961770176887512]
