,treino,previsto
gamma1,[0.9963436915955056],[0.957107663154602]
gamma2,[0.0931113892655685],[0.08746662735939026]
gamma3,[0.02036645837312856],[0.016779309138655663]
gamma4,[0.9398019156431335],[0.9588901996612549]
JIX,[-0.9754435052040491],[-0.9872588515281677]
JIY,[-0.7752022778395284],[-0.7789044380187988]
JIZ,[-0.21432527689851488],[-0.17453525960445404]
JXI,[0.3677285469065339],[0.3759967088699341]
JYI,[-0.7226181335707385],[-0.7171812057495117]
JZI,[-0.7751128742812254],[-0.7807881832122803]
JXX,[-0.5363952858520995],[-0.501577615737915]
JXY,[0.5151849707900231],[0.5507897138595581]
JXZ,[-0.7051975580794432],[-0.6635156869888306]
JYX,[0.4813103978800122],[0.47734683752059937]
JYY,[0.3243333110305264],[0.3396029770374298]
JYZ,[-0.7268429513101398],[-0.7161024808883667]
JZX,[0.07132349509557745],[0.05188900977373123]
JZY,[-0.10449814012543279],[-0.13668163120746613]
JZZ,[-0.17485983364389868],[-0.18421295285224915]
