,treino,previsto
gamma1,[0.15491558217844614],[0.15121857821941376]
gamma2,[0.217104494779929],[0.22527900338172913]
gamma3,[0.07331842499805508],[0.07479282468557358]
gamma4,[0.06350515136467705],[0.05699644610285759]
JIX,[0.0963156568326593],[0.10242745280265808]
JIY,[-0.7362170732482487],[-0.7413033246994019]
JIZ,[0.4230936845360489],[0.41030368208885193]
JXI,[-0.39549988816436876],[-0.3815726935863495]
JYI,[0.8766505495505419],[0.8754357695579529]
JZI,[-0.6145633054693405],[-0.6162686944007874]
JXX,[0.5239700143912078],[0.5414891242980957]
JXY,[-0.6687169051968782],[-0.6495234966278076]
JXZ,[0.9321742923082421],[0.9302136301994324]
JYX,[0.7472167858088734],[0.7683318853378296]
JYY,[-0.7849608735281186],[-0.7897774577140808]
JYZ,[0.2986329081714134],[0.2931910455226898]
JZX,[-0.5639013087412308],[-0.5750560164451599]
JZY,[0.023200803347880772],[0.01663813553750515]
JZZ,[0.7006205396143421],[0.6951292157173157]
