,treino,previsto
gamma1,[0.6820517412886784],[0.6820001602172852]
gamma2,[0.1929848757640874],[0.1929583102464676]
gamma3,[0.5536151654982843],[0.5535771250724792]
gamma4,[0.8051240498489732],[0.8050795197486877]
JXX,[-0.05949148587110997],[-0.05958680436015129]
JXY,[0.5194612701957861],[0.5193469524383545]
JXZ,[-0.2536792558523169],[-0.2535664737224579]
JYX,[0.5402796718759804],[0.5400635600090027]
JYY,[-0.45460382865605853],[-0.4545459747314453]
JYZ,[0.6038309663252073],[0.6036176681518555]
JZX,[0.45964966524403206],[0.45956045389175415]
JZY,[-0.17198711766939323],[-0.17184700071811676]
JZZ,[0.07661043911055376],[0.07662505656480789]
JIX,[0.586680167523326],[0.5867738127708435]
JIY,[0.6439080846394536],[0.6439710259437561]
JIZ,[-0.029930744138109366],[-0.029904719442129135]
JXI,[-0.47675703411068415],[-0.4767889976501465]
JYI,[-0.999096570229858],[-0.9991559982299805]
JZI,[0.32563712576753523],[0.3255995810031891]
