,treino,previsto
gamma1,[0.4196168693608048],[0.3308887481689453]
gamma2,[0.7304536193560192],[0.7077335119247437]
gamma3,[0.4472075177512177],[0.35545438528060913]
gamma4,[0.17043578788226488],[0.1351766139268875]
JIX,[0.09623810762339824],[-0.501596212387085]
JIY,[-0.3083363533238903],[-0.17327319085597992]
JIZ,[0.6897021771332552],[0.8027040362358093]
JXI,[-0.42280512918931357],[-0.45194709300994873]
JYI,[0.02069005261749912],[-0.00080273108324036]
JZI,[-0.31237144182748366],[-0.15234249830245972]
JXX,[-0.16901214393001562],[-0.48687368631362915]
JXY,[0.9477175926021346],[0.7348954677581787]
JXZ,[-0.7925346218433929],[-0.8109835386276245]
JYX,[-0.11059342843000564],[-0.07308509200811386]
JYY,[-0.5503848671455052],[-1.0074154138565063]
JYZ,[-0.3008668707978617],[-0.2503783702850342]
JZX,[0.9974802210612592],[0.6727160215377808]
JZY,[-0.3414020699641964],[-0.55781489610672]
JZZ,[0.21555557164949524],[-0.3633720278739929]
