,treino,previsto
gamma1,[0.9440284133783025],[0.871625542640686]
gamma2,[0.23455786830952863],[0.20977772772312164]
gamma3,[0.23739673346449208],[0.19345314800739288]
gamma4,[0.7348256957943416],[0.6818512082099915]
JIX,[-0.6374702733335573],[-0.6051046848297119]
JIY,[0.3228610969904888],[0.3735601007938385]
JIZ,[-0.3308805936649999],[-0.4102112352848053]
JXI,[-0.6041207916749591],[-0.522747814655304]
JYI,[-0.02096932190376899],[0.004314060788601637]
JZI,[-0.01193064178564951],[-0.0027776078786700964]
JXX,[-0.04045491970371362],[-0.024890713393688202]
JXY,[-0.08333777059837977],[-0.09835735708475113]
JXZ,[-0.47093939488950465],[-0.4279015064239502]
JYX,[-0.4923981294150117],[-0.4206055998802185]
JYY,[0.3837602007091041],[0.3471396565437317]
JYZ,[-0.35112371262750175],[-0.33815261721611023]
JZX,[0.34964114073581687],[0.2653910219669342]
JZY,[0.5743484076012979],[0.6401058435440063]
JZZ,[0.7318910951487247],[0.6928600668907166]
