,treino,previsto
gamma1,[0.08532344272640013],[0.07434810698032379]
gamma2,[0.325643023919054],[0.30950191617012024]
gamma3,[0.34936194697036915],[0.3374112844467163]
gamma4,[0.4912179714973479],[0.5079948902130127]
JIX,[-0.7105588947326631],[-0.715509295463562]
JIY,[-0.02020534897708659],[-0.0009911255910992622]
JIZ,[0.010200296225074235],[0.07204308360815048]
JXI,[0.9376978550041575],[0.8929757475852966]
JYI,[0.6239745196640374],[0.6338810920715332]
JZI,[0.5803349788037444],[0.6045805215835571]
JXX,[0.3600894847607672],[0.32524940371513367]
JXY,[-0.6868256663820986],[-0.6865245699882507]
JXZ,[0.826249436041292],[0.7917933464050293]
JYX,[-0.13303381992039798],[-0.1221870556473732]
JYY,[0.1655117547434255],[0.16478624939918518]
JYZ,[-0.8010491699310545],[-0.7531917691230774]
JZX,[-0.38565199732202915],[-0.35027599334716797]
JZY,[0.683555426225978],[0.6564390659332275]
JZZ,[-0.7514492797589896],[-0.7250249981880188]
