,treino,previsto
gamma1,[0.4038939304443483],[0.39932915568351746]
gamma2,[0.9838452116221412],[0.9676361680030823]
gamma3,[0.8525733211181529],[0.8465449213981628]
gamma4,[0.02834460540810857],[0.0299865510314703]
JXX,[0.8527148495207293],[0.8460758328437805]
JXY,[-0.20524249153897567],[-0.20374616980552673]
JXZ,[0.9357357839289453],[0.9274731874465942]
JYX,[0.46294383251575466],[0.45576414465904236]
JYY,[0.09623021667461118],[0.09678859263658524]
JYZ,[0.2578467628719523],[0.25001266598701477]
JZX,[0.17212874681714885],[0.16986921429634094]
JZY,[-0.27955778856918556],[-0.2764436602592468]
JZZ,[0.9934358936204937],[0.9855198264122009]
JIX,[-0.512964474581326],[-0.5099526643753052]
JIY,[0.004417979006311912],[0.00730724073946476]
JIZ,[-0.6761249714183881],[-0.6711248159408569]
JXI,[0.6424444316865625],[0.6382467150688171]
JYI,[-0.5372009749323281],[-0.5295007824897766]
JZI,[0.10465728127714469],[0.11651615053415298]
