,treino,previsto
gamma1,[0.42889121166998756],[0.4439217746257782]
gamma2,[0.5341966954839735],[0.5290417671203613]
gamma3,[0.6309486332578008],[0.6262699365615845]
gamma4,[0.6325186435673117],[0.628743052482605]
JIX,[-0.8193202914613009],[-0.7815479040145874]
JIY,[0.9012671291268881],[0.9165969491004944]
JIZ,[-0.7000578940080291],[-0.6549221873283386]
JXI,[0.47874074135255906],[0.5050590634346008]
JYI,[0.6824847918698727],[0.7166993021965027]
JZI,[0.49427390372409374],[0.4561905264854431]
JXX,[-0.39612480866150146],[-0.3131503760814667]
JXY,[-0.2967521262767605],[-0.3271791338920593]
JXZ,[0.44372522715230645],[0.463679701089859]
JYX,[0.9312928150076802],[0.9873470664024353]
JYY,[0.32525553512517136],[0.37821415066719055]
JYZ,[0.08116241373627942],[0.05621861666440964]
JZX,[-0.22419764841343515],[-0.18627668917179108]
JZY,[-0.1885205012822757],[-0.14529317617416382]
JZZ,[0.4381917707973002],[0.5376869440078735]
