,treino,previsto
gamma1,[0.22323896460701453],[0.23969073593616486]
gamma2,[0.6274332224055893],[0.6262034773826599]
gamma3,[0.9477089424570057],[0.9279964566230774]
gamma4,[0.5771029486174987],[0.5748373866081238]
JIX,[-0.35233447033367526],[-0.3034069240093231]
JIY,[-0.6983016521509962],[-0.6773569583892822]
JIZ,[0.3018689460797075],[0.24696773290634155]
JXI,[-0.8551274266649145],[-0.8619459271430969]
JYI,[0.0717640086133784],[-0.0014945592265576124]
JZI,[-0.2686221661748289],[-0.2569577991962433]
JXX,[-0.8840021504505864],[-0.8297514319419861]
JXY,[0.014871466378840514],[0.0438905768096447]
JXZ,[-0.9250086831160302],[-0.891251802444458]
JYX,[-0.13270863267522826],[-0.11496631056070328]
JYY,[-0.8602891528507621],[-0.7958905100822449]
JYZ,[-0.8185739733122699],[-0.8441187739372253]
JZX,[-0.15096162171497207],[-0.13057366013526917]
JZY,[0.6537042493440761],[0.6389049291610718]
JZZ,[-0.7523960777007088],[-0.6834250092506409]
