,treino,previsto
gamma1,[0.9059729815293226],[0.9115758538246155]
gamma2,[0.05882432741086607],[0.0827823355793953]
gamma3,[0.8188201278420804],[0.7941916584968567]
gamma4,[0.07460963363587747],[0.05302504822611809]
JIX,[-0.05085864262290385],[-0.10249452292919159]
JIY,[0.31494500531451064],[0.3385443389415741]
JIZ,[0.3328209422496762],[0.3860938549041748]
JXI,[-0.7147992941492645],[-0.7247387766838074]
JYI,[-0.9782791138198641],[-1.235059380531311]
JZI,[-0.25049101587327116],[-0.23920537531375885]
JXX,[-0.4519037210433372],[-0.45176365971565247]
JXY,[0.6206961044701675],[0.5820918083190918]
JXZ,[0.3811853060773691],[0.29665908217430115]
JYX,[0.2029140774554663],[0.12882322072982788]
JYY,[0.11638009550669604],[0.08884061127901077]
JYZ,[0.322642171744002],[0.12265214323997498]
JZX,[-0.709394410579794],[-0.649221658706665]
JZY,[-0.11989041615046037],[-0.12635982036590576]
JZZ,[-0.6754653552222227],[-0.7023369073867798]
