,treino,previsto
gamma1,[0.752661321489852],[0.7525454759597778]
gamma2,[0.08640318215808296],[0.08637883514165878]
gamma3,[0.06123324013652631],[0.06146613880991936]
gamma4,[0.2552168722437148],[0.255125492811203]
JXX,[0.897680879601374],[0.8973103761672974]
JXY,[-0.15185093946021722],[-0.15233714878559113]
JXZ,[-0.3876324692199542],[-0.38700681924819946]
JYX,[-0.810934207081069],[-0.8109180927276611]
JYY,[0.02335624132357239],[0.023117324337363243]
JYZ,[-0.6903533027098527],[-0.6899964213371277]
JZX,[-0.45154086728282516],[-0.4507066309452057]
JZY,[0.22117069365781794],[0.22131113708019257]
JZZ,[0.5527549260102405],[0.5524413585662842]
JIX,[0.057870765880824626],[0.058059509843587875]
JIY,[0.1714937094997233],[0.1718425154685974]
JIZ,[0.6866524104671512],[0.6859151721000671]
JXI,[0.7972892825291862],[0.7959779500961304]
JYI,[0.7643730549373535],[0.7641217708587646]
JZI,[-0.27060839601498476],[-0.27051156759262085]
