,treino,previsto
gamma1,[0.8924724586388075],[0.8924226760864258]
gamma2,[0.0695843380774609],[0.06952150911092758]
gamma3,[0.6741693556379136],[0.6738731861114502]
gamma4,[0.25039996909212603],[0.2503717243671417]
JXX,[0.08661423184359096],[0.08636541664600372]
JXY,[-0.34445619760718293],[-0.3444167375564575]
JXZ,[0.41979916256951233],[0.41972002387046814]
JYX,[-0.7551256135755018],[-0.7553252577781677]
JYY,[-0.2726347444165209],[-0.2725928723812103]
JYZ,[-0.4477936419037267],[-0.44780102372169495]
JZX,[0.5097123695839638],[0.509614109992981]
JZY,[0.6724889948478261],[0.6725684404373169]
JZZ,[0.027949878810316964],[0.028041033074259758]
JIX,[-0.7080903986407061],[-0.7082308530807495]
JIY,[-0.6216493565570518],[-0.6216151118278503]
JIZ,[0.6782149346653983],[0.6783432960510254]
JXI,[0.08109353634994831],[0.08109375834465027]
JYI,[-0.43827709921987545],[-0.43808841705322266]
JZI,[-0.3291341864361108],[-0.32907426357269287]
