,treino,previsto
gamma1,[0.4438774447470737],[0.3485446572303772]
gamma2,[0.9596160635365508],[0.8109499216079712]
gamma3,[0.9712559648074823],[0.7954498529434204]
gamma4,[0.8383626047485429],[0.6902143359184265]
JIX,[0.36400912117595574],[-0.08930065482854843]
JIY,[-0.8167947838408722],[-0.9519621729850769]
JIZ,[0.2356326977228047],[1.2649197578430176]
JXI,[0.6838398091019124],[0.5416536927223206]
JYI,[0.6691005771521796],[0.5863414406776428]
JZI,[0.030035451582698824],[0.1276661455631256]
JXX,[0.26207593059135315],[0.12815210223197937]
JXY,[-0.2615403318741629],[-0.5921362042427063]
JXZ,[0.05603724403844934],[-0.30257153511047363]
JYX,[-0.7842866333945362],[-0.20041443407535553]
JYY,[0.365899867666593],[0.3241952657699585]
JYZ,[0.20133672349955978],[0.5707876086235046]
JZX,[-0.43615095428719],[-0.18850457668304443]
JZY,[-0.24285431246360178],[0.005112187936902046]
JZZ,[0.4722630742673428],[-0.07781562954187393]
