,treino,previsto
gamma1,[0.32611987261685993],[0.2833109200000763]
gamma2,[0.07355343057826824],[0.1218736320734024]
gamma3,[0.8415228969062091],[0.7810340523719788]
gamma4,[0.6172199559140832],[0.5917258262634277]
JIX,[-0.1829282414910125],[0.04023625701665878]
JIY,[0.0839440182091924],[0.07420676201581955]
JIZ,[0.7240732329585464],[0.7259894609451294]
JXI,[-0.6466687116091123],[-0.6435667276382446]
JYI,[-0.5496809588437066],[-0.3588128685951233]
JZI,[-0.9418054934637778],[-0.9631528854370117]
JXX,[-0.7666989331142724],[-0.6761998534202576]
JXY,[-0.9823887482258662],[-0.8975590467453003]
JXZ,[-0.6866193298332723],[-0.6892950534820557]
JYX,[0.02742641700535131],[-0.05688466876745224]
JYY,[0.9789858207551021],[0.890299916267395]
JYZ,[0.38702052286287625],[0.5492016077041626]
JZX,[-0.24314685775343814],[-0.2926231920719147]
JZY,[-0.18990452936148783],[-0.293384850025177]
JZZ,[0.3826192568247586],[0.23740437626838684]
