,treino,previsto
gamma1,[0.8910014249020605],[0.6166698336601257]
gamma2,[0.7256231705114251],[0.4981156289577484]
gamma3,[0.6030415461917914],[0.4730863869190216]
gamma4,[0.12576437488319592],[0.14538007974624634]
JIX,[0.463062260800422],[0.19180716574192047]
JIY,[0.8281235810354926],[0.619621992111206]
JIZ,[-0.9253401087353526],[-0.5137947201728821]
JXI,[-0.9912169497951127],[-0.8972991704940796]
JYI,[0.9869002798407656],[0.6609776616096497]
JZI,[-0.3629632766081221],[-0.8444551229476929]
JXX,[-0.6067349693132549],[-0.4572313129901886]
JXY,[-0.0025512448825091294],[-0.2624920904636383]
JXZ,[0.102887313876878],[0.2555953860282898]
JYX,[0.4785514826590247],[0.4921220541000366]
JYY,[0.2172048114281706],[-0.018345357850193977]
JYZ,[0.08980451445275595],[0.34523123502731323]
JZX,[0.512200023491431],[0.3414623439311981]
JZY,[-0.4773501526471249],[-0.5996661186218262]
JZZ,[-0.06524146499333172],[0.3619001507759094]
