,treino,previsto
gamma1,[0.92965859608353],[0.9037930965423584]
gamma2,[0.5569854761423373],[0.5530019402503967]
gamma3,[0.3846514573686475],[0.3756121098995209]
gamma4,[0.030345543681900566],[0.07431327551603317]
JIX,[0.9318383760498881],[0.9446876645088196]
JIY,[0.11951182799780913],[0.07572701573371887]
JIZ,[-0.05265622357871269],[0.003826313652098179]
JXI,[0.046558950858430315],[0.14647236466407776]
JYI,[0.5353201261569036],[0.6503903865814209]
JZI,[0.9772120554889443],[1.0839226245880127]
JXX,[-0.1588688834408547],[-0.26120954751968384]
JXY,[-0.5381276295407358],[-0.4868184030056]
JXZ,[-0.2506249305871704],[-0.12003915756940842]
JYX,[-0.8646050641334451],[-0.9555458426475525]
JYY,[0.2864398249304285],[0.3679327070713043]
JYZ,[0.985193901863664],[1.0104936361312866]
JZX,[-0.5855663564444096],[-0.6850343346595764]
JZY,[0.5180930729616604],[0.5143123269081116]
JZZ,[-0.5781795821423887],[-0.4813400208950043]
