,treino,previsto
gamma1,[0.5139289405222758],[0.5139468312263489]
gamma2,[0.2979079699160261],[0.2979869842529297]
gamma3,[0.5798623379994603],[0.5796493291854858]
gamma4,[0.9610460637489058],[0.9606055617332458]
JXX,[-0.0993246484870236],[-0.09842751175165176]
JXY,[0.5258626616390383],[0.5260874032974243]
JXZ,[0.21218691768397302],[0.2118769884109497]
JYX,[0.8117454546265361],[0.8113064765930176]
JYY,[-0.4226432633318953],[-0.4217585325241089]
JYZ,[-0.2842197832227855],[-0.28390952944755554]
JZX,[-0.3905193107940479],[-0.39044004678726196]
JZY,[-0.7355236768235658],[-0.7350340485572815]
JZZ,[-0.8493298111601335],[-0.8479645848274231]
JIX,[0.011880827540495353],[0.011598891578614712]
JIY,[-0.09343057367074792],[-0.0925699770450592]
JIZ,[0.11594165163533754],[0.11650644987821579]
JXI,[-0.23155824126417013],[-0.23207686841487885]
JYI,[0.6690422746144482],[0.6688105463981628]
JZI,[-0.6811824865810532],[-0.6803725957870483]
