,treino,previsto
gamma1,[0.2356150800222051],[0.2485821694135666]
gamma2,[0.17464896550344733],[0.17942775785923004]
gamma3,[0.4244121561757058],[0.41711825132369995]
gamma4,[0.9777111756227775],[0.9625581502914429]
JIX,[0.6289562908956208],[0.6512488126754761]
JIY,[-0.8079541131822325],[-0.7880880832672119]
JIZ,[0.8487886289478179],[0.8559997081756592]
JXI,[0.46084424662008483],[0.4365233778953552]
JYI,[-0.4853199609607668],[-0.5140507221221924]
JZI,[-0.14503240733877742],[-0.15080991387367249]
JXX,[-0.9317073426318694],[-0.9514925479888916]
JXY,[-0.7054176645697114],[-0.6921392679214478]
JXZ,[0.3028950750933861],[0.3052417039871216]
JYX,[0.5443779477967157],[0.5189492702484131]
JYY,[-0.6226038497325039],[-0.6062544584274292]
JYZ,[0.3931749682300858],[0.3685723841190338]
JZX,[-0.24234069920584478],[-0.21533353626728058]
JZY,[0.09185539200009729],[0.07249655574560165]
JZZ,[0.6680002796644271],[0.7063664197921753]
