,treino,previsto
gamma1,[0.041880336369846005],[0.05240399390459061]
gamma2,[0.9821934207987782],[0.9036339521408081]
gamma3,[0.9647577811255668],[0.9632453918457031]
gamma4,[0.6539225335338404],[0.6322997808456421]
JIX,[-0.09524089298036276],[-0.05493004620075226]
JIY,[0.11954477216099191],[0.24343059957027435]
JIZ,[0.8484211680474587],[0.7603344917297363]
JXI,[-0.06869985980045334],[0.050132524222135544]
JYI,[0.01568254612454223],[0.01906469650566578]
JZI,[0.1747696576997939],[0.19756107032299042]
JXX,[-0.6306793122902468],[-0.637535035610199]
JXY,[0.023817278083611004],[0.020736511796712875]
JXZ,[0.25976544043360383],[0.40958887338638306]
JYX,[0.5859537450399053],[0.44226157665252686]
JYY,[-0.8117530875415631],[-0.7541553378105164]
JYZ,[-0.393197474750949],[-0.307350218296051]
JZX,[-0.8186589250163212],[-0.8599267601966858]
JZY,[0.6192890687343551],[0.652064323425293]
JZZ,[0.38687696508247815],[0.6244234442710876]
