,treino,previsto
gamma1,[0.3375473620472763],[0.3375991880893707]
gamma2,[0.4335188106185648],[0.4335303008556366]
gamma3,[0.14416802024761088],[0.14419226348400116]
gamma4,[0.7287254214522619],[0.7287198305130005]
JIX,[-0.01102512804113065],[-0.01107726152986288]
JIY,[0.11338346029479829],[0.11318421363830566]
JIZ,[0.6194855109905537],[0.6194992065429688]
JXI,[-0.358768861095224],[-0.3588922917842865]
JYI,[-0.35806504184041565],[-0.35823166370391846]
JZI,[0.38633367460551105],[0.3864559531211853]
JXX,[-0.02766565445920155],[-0.02767915464937687]
JXY,[-0.2813102593254373],[-0.2811976671218872]
JXZ,[-0.188999914209238],[-0.189141646027565]
JYX,[-0.340400904802481],[-0.34037429094314575]
JYY,[-0.6648234377107922],[-0.6649017333984375]
JYZ,[0.26359431455016225],[0.2636597454547882]
JZX,[0.7875587270091329],[0.7876319289207458]
JZY,[0.3776271654931602],[0.37741532921791077]
JZZ,[0.2695593710882205],[0.2693755030632019]
