,treino,previsto
gamma1,[0.6697331158548405],[0.6674653887748718]
gamma2,[0.968985475592904],[0.9655297994613647]
gamma3,[0.8927731180625529],[0.8909801840782166]
gamma4,[0.9074960881017821],[0.9058562517166138]
JXX,[0.3597921523702974],[0.35893720388412476]
JXY,[-0.9788509022210652],[-0.9775465726852417]
JXZ,[0.6566237432499853],[0.6533998847007751]
JYX,[-0.24347586207152738],[-0.2420678287744522]
JYY,[0.6131158903393255],[0.6105767488479614]
JYZ,[0.07210550155686524],[0.07223339378833771]
JZX,[0.5225812965223957],[0.5201230645179749]
JZY,[0.45724655065782316],[0.45704054832458496]
JZZ,[-0.32218083756748106],[-0.32729625701904297]
JIX,[-0.5516290503053471],[-0.5518956780433655]
JIY,[0.8652805931946954],[0.8647760152816772]
JIZ,[0.8914872178362601],[0.8859224319458008]
JXI,[-0.9544828513835384],[-0.9531531929969788]
JYI,[0.6938338920461884],[0.6935594081878662]
JZI,[0.42874637280803074],[0.4237360954284668]
