,treino,previsto
gamma1,[0.22860972534891622],[0.1905614286661148]
gamma2,[0.8578370973942192],[0.7580747604370117]
gamma3,[0.8745326053736207],[0.7204364538192749]
gamma4,[0.7976159923774808],[0.7659114003181458]
JIX,[0.9304842831042459],[1.2476974725723267]
JIY,[-0.9766906124157178],[-0.7089147567749023]
JIZ,[0.4719832395937509],[-0.35594800114631653]
JXI,[-0.6839745504705037],[-0.09129940718412399]
JYI,[0.9726789033256467],[0.6731901168823242]
JZI,[-0.9662386915840475],[-1.1010936498641968]
JXX,[0.7589825362693423],[0.2628230154514313]
JXY,[0.3627013288028291],[0.2542707920074463]
JXZ,[0.7146847649630497],[1.3608413934707642]
JYX,[0.9996324683322388],[1.0133203268051147]
JYY,[-0.5205696356724228],[-0.2136567234992981]
JYZ,[-0.3238444854866003],[-0.5712799429893494]
JZX,[0.41638866597025537],[0.42990753054618835]
JZY,[-0.4388366283137255],[-0.20014449954032898]
JZZ,[-0.4733714857050786],[-0.7199941277503967]
