,treino,previsto
gamma1,[0.7808225146632043],[0.7784631848335266]
gamma2,[0.4458428536123128],[0.43262624740600586]
gamma3,[0.09635672042981958],[0.10284624993801117]
gamma4,[0.031698349795664105],[0.03608907014131546]
JIX,[0.819538475847744],[0.8209104537963867]
JIY,[-0.41184191848264295],[-0.40123528242111206]
JIZ,[-0.08113224133756103],[-0.06268883496522903]
JXI,[-0.7272825789128776],[-0.7102394700050354]
JYI,[0.9901214406925392],[0.9692312479019165]
JZI,[-0.6907120075849054],[-0.6675246357917786]
JXX,[0.3478791069281282],[0.3546741306781769]
JXY,[0.19605110908336165],[0.21700358390808105]
JXZ,[0.4292474339778447],[0.4401797354221344]
JYX,[-0.17894815197709124],[-0.18701866269111633]
JYY,[-0.2398214007224022],[-0.23348747193813324]
JYZ,[-0.20020701514138461],[-0.2025296986103058]
JZX,[-0.8548967912090066],[-0.8455610871315002]
JZY,[-0.36047022384573424],[-0.33921244740486145]
JZZ,[-0.448333704823876],[-0.4075406789779663]
