,treino,previsto
gamma1,[0.5765919646489391],[0.5763196349143982]
gamma2,[0.9810562099841368],[0.980539858341217]
gamma3,[0.48333826247680256],[0.4831124246120453]
gamma4,[0.31783677819012823],[0.3177720308303833]
JXX,[0.3965657038489854],[0.39654678106307983]
JXY,[-0.95637294402159],[-0.9558588862419128]
JXZ,[-0.18553914661270632],[-0.18545721471309662]
JYX,[-0.3709913181225113],[-0.37058112025260925]
JYY,[-0.4898356945172957],[-0.4896879196166992]
JYZ,[-0.3218953854275173],[-0.32181116938591003]
JZX,[-0.4481023679423799],[-0.44757315516471863]
JZY,[0.00863258254418886],[0.008544322103261948]
JZZ,[-0.9774703257667732],[-0.9769482016563416]
JIX,[-0.25881137975062707],[-0.2584018409252167]
JIY,[0.8152502726521875],[0.8149452805519104]
JIZ,[-0.2079467635711556],[-0.20782427489757538]
JXI,[-0.587893141865695],[-0.5877127647399902]
JYI,[0.6355952820309936],[0.6349983811378479]
JZI,[0.5175681866126696],[0.516602635383606]
