,treino,previsto
gamma1,[0.6552766031176774],[0.6551331877708435]
gamma2,[0.7255780591443041],[0.7252696752548218]
gamma3,[0.6832371539307494],[0.683082103729248]
gamma4,[0.546362446652179],[0.5463415384292603]
JIX,[-0.9148685728348462],[-0.9144648909568787]
JIY,[0.1793729008033076],[0.17956027388572693]
JIZ,[-0.961378377305627],[-0.9606257081031799]
JXI,[0.028252278584538937],[0.027755679562687874]
JYI,[0.9532922726476154],[0.9528928995132446]
JZI,[-0.4195063861588373],[-0.419677734375]
JXX,[0.9484396940028381],[0.9474573731422424]
JXY,[0.2720623438569263],[0.2715875804424286]
JXZ,[0.7679741736944607],[0.7672935128211975]
JYX,[-0.9606587459739078],[-0.9600858688354492]
JYY,[0.4712879831394312],[0.47032371163368225]
JYZ,[0.03340840209097817],[0.033366501331329346]
JZX,[0.2086912300114061],[0.2088363617658615]
JZY,[-0.24404081108889275],[-0.24400568008422852]
JZZ,[0.953946770859208],[0.9528809785842896]
