,treino,previsto
gamma1,[0.9963436915955056],[0.9099153280258179]
gamma2,[0.0931113892655685],[0.08011554926633835]
gamma3,[0.02036645837312856],[0.013467582874000072]
gamma4,[0.9398019156431335],[0.9657537341117859]
JIX,[-0.9754435052040491],[-0.9856693148612976]
JIY,[-0.7752022778395284],[-0.7761473655700684]
JIZ,[-0.21432527689851488],[-0.14267435669898987]
JXI,[0.3677285469065339],[0.38507911562919617]
JYI,[-0.7226181335707385],[-0.7068161964416504]
JZI,[-0.7751128742812254],[-0.784648060798645]
JXX,[-0.5363952858520995],[-0.4641103744506836]
JXY,[0.5151849707900231],[0.5790041089057922]
JXZ,[-0.7051975580794432],[-0.6133576035499573]
JYX,[0.4813103978800122],[0.4687156677246094]
JYY,[0.3243333110305264],[0.35130542516708374]
JYZ,[-0.7268429513101398],[-0.704784631729126]
JZX,[0.07132349509557745],[0.03438067063689232]
JZY,[-0.10449814012543279],[-0.1687420755624771]
JZZ,[-0.17485983364389868],[-0.19546954333782196]
