,treino,previsto
gamma1,[0.6486196600598926],[0.6494389176368713]
gamma2,[0.3600039055970481],[0.3587220013141632]
gamma3,[0.7436517163788576],[0.7383167743682861]
gamma4,[0.3870233101693551],[0.36255282163619995]
JIX,[0.5203229566195489],[0.4990564286708832]
JIY,[0.027633204606499318],[0.009160703048110008]
JIZ,[0.9942043682387769],[0.9765281677246094]
JXI,[0.07844212328817135],[0.049970097839832306]
JYI,[0.8711112121391873],[0.8742038607597351]
JZI,[-0.7433546640431199],[-0.7552088499069214]
JXX,[-0.012052371670506545],[0.013152439147233963]
JXY,[-0.7209990500522725],[-0.7053046822547913]
JXZ,[-0.974270856363531],[-0.9711675047874451]
JYX,[-0.8303830380614758],[-0.8207963109016418]
JYY,[-0.4467194556101548],[-0.42584913969039917]
JYZ,[-0.6123969250196721],[-0.5825642347335815]
JZX,[0.1360202390272387],[0.12256475538015366]
JZY,[0.058337161073580335],[0.005840979050844908]
JZZ,[-0.6104254479830256],[-0.6074641346931458]
