,treino,previsto
gamma1,[0.7863044343329872],[0.7822737097740173]
gamma2,[0.9717550117964577],[0.9649205207824707]
gamma3,[0.028791618843824085],[0.028916794806718826]
gamma4,[0.9378945220576308],[0.9294162392616272]
JXX,[0.5288222950287738],[0.5251518487930298]
JXY,[-0.9165274392042873],[-0.9108631014823914]
JXZ,[0.36678988670422896],[0.3645981252193451]
JYX,[0.005474927598498214],[0.005077716428786516]
JYY,[0.2708874110817623],[0.2682441473007202]
JYZ,[0.9074652976162696],[0.901944637298584]
JZX,[0.9735150597652436],[0.9637662172317505]
JZY,[-0.18171866659490643],[-0.1792406439781189]
JZZ,[0.6882869035295207],[0.681199312210083]
JIX,[0.49458253244656714],[0.48957255482673645]
JIY,[-0.5944947353081806],[-0.5908172726631165]
JIZ,[-0.5896826918056928],[-0.5843425989151001]
JXI,[0.2015142521860358],[0.1990194171667099]
JYI,[-0.8864854257125787],[-0.879889726638794]
JZI,[0.5526572011585595],[0.5494527816772461]
